id,insumo_medico_clave,forma_farmaceutica_id,presentacion_id,es_controlado,es_surfactante,concentracion,contenido,cantidad_x_envase,unidad_medida_id,indicaciones,via_administracion_id,dosis,created_at,updated_at,deleted_at
571,020.000.3817.00,NULL,102,0,0,"2.5 UI cultivados en células embrionarias de pollo","Frasco ámpula con liofilizado para una dosis y ampolleta con 1 ml de diluyente.",1.00,53,"Inmunización activa contra el virus de la rabia.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
572,020.000.3801.01,NULL,102,0,0,NULL,NULL,1.00,54,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
573,020.000.3801.00,NULL,102,0,0,NULL,NULL,1.00,54,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
574,020.000.0148.01,NULL,102,0,0,"32 µg","Envase con 10 jeringas prellenadas cada una con 0.5 ml (1 dosis) y agujas",10.00,60,"Para la inmunización activa contra Streptococcus pneumoniae serotipos 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, 23F causantes de enfermedad invasiva incluyendo meningitis, neumonía bacterémica, empiema, bacteriemia y otitis media en niños de 6 semanas a 5 años de edad.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
575,020.000.0148.00,NULL,102,0,0,"32 µg","Envase con una jeringa prellenada de 0.5 ml (1 dosis), y aguja.",1.00,60,"Para la inmunización activa contra Streptococcus pneumoniae serotipos 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, 23F causantes de enfermedad invasiva incluyendo meningitis, neumonía bacterémica, empiema, bacteriemia y otitis media en niños de 6 semanas a 5 años de edad.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
576,020.000.4173.00,NULL,103,0,0,"Proteína L1 Tipo 16 20 µg. Proteína L1 Tipo 18 20 µg.","Envase con 1 frasco ámpula con 0.5 ml o jeringa prellenada con 0.5 ml",1.00,53,"Prevención de infecciones causadas por el Virus del Papiloma Humano.",15,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
577,020.000.4173.01,NULL,103,0,0,"Proteína L1 Tipo 16 20 µg. Proteína L1 Tipo 18 20 µg.","Envase con 10 frascos ámpula con 0.5 ml o jeringa prellenada con 0.5 ml",10.00,53,"Prevención de infecciones causadas por el Virus del Papiloma Humano.",15,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
578,020.000.4173.02,NULL,103,0,0,"Proteína L1 Tipo 16 20 µg. Proteína L1 Tipo 18 20 µg.","Envase con 100 frascos ámpula con 0.5 ml o jeringa prellenada con 0.5 ml",100.00,53,"Prevención de infecciones causadas por el Virus del Papiloma Humano.",15,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
579,020.000.4172.00,NULL,102,0,0,"Proteína L1 Tipo 6 20 µg. Proteína L1 Tipo 11 40 µg. Proteína L1 Tipo 16 40 µg. Proteína L1 Tipo 18 20 µg.","Envase con 1 frasco ámpula o jeringas prellenadas con 0.5 ml",1.00,53,"Prevención de infecciones causadas por el Virus del Papiloma Humano.",15,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
580,020.000.4172.01,NULL,102,0,0,"Proteína L1 Tipo 6 20 µg. Proteína L1 Tipo 11 40 µg. Proteína L1 Tipo 16 40 µg. Proteína L1 Tipo 18 20 µg.","Envase con 10 frascos ámpula o jeringas prellenadas con 0.5 ml.",10.00,53,"Prevención de infecciones causadas por el Virus del Papiloma Humano.",15,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
581,020.000.0150.00,NULL,102,0,0,NULL,NULL,1.00,60,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
582,020.000.3800.00,NULL,102,0,0,NULL,NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
583,020.000.3804.00,NULL,102,0,0,NULL,NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
584,020.000.0151.00,NULL,102,0,0,NULL,NULL,1.00,73,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
585,020.000.2527.00,NULL,102,0,0,"10 mg",NULL,1.00,60,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
586,020.000.2526.00,NULL,102,0,0,"20 mg",NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
587,020.000.2511.00,NULL,102,0,0,"20 mg",NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
588,020.000.2529.00,NULL,102,0,0,5mg,NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
589,020.000.2529.01,NULL,102,0,0,NULL,NULL,10.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
590,020.000.3821.00,NULL,102,0,0,NULL,NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
591,020.000.3820.00,NULL,102,0,0,NULL,NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
592,010.000.4372.00,NULL,102,0,0,"500 mg","Envase con 10 comprimidos recubiertos.",10.00,45,"Profilaxis de la infección por: Citomegalovirus y enfermedad posterior al transplante de órganos. Herpes simple. Herpes genital. Herpes Zoster.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
593,010.000.4372.01,NULL,102,0,0,"500 mg","Envase con 42 comprimidos recubiertos.",42.00,45,"Profilaxis de la infección por: Citomegalovirus y enfermedad posterior al transplante de órganos. Herpes simple. Herpes genital. Herpes Zoster.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
594,010.000.2623.00,NULL,102,0,0,"186 mg","Envase con 40 ml.",1.00,52,"Crisis de ausencia típicas y atípicas. Crisis convulsivas tónicoclónicas. Profilaxis en migraña.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
595,010.000.2622.00,NULL,102,0,0,"200 mg","Envase con 40 tabletas",40.00,71,"Crisis de ausencia típicas y atípicas. Crisis convulsivas tónicoclónicas. Profilaxis en migraña.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
596,010.000.5359.00,NULL,102,0,0,"600 mg","Envase con 30 tabletas",30.00,71,"Crisis de ausencia típicas y atípicas. Crisis convulsivas tónicoclónicas. Profilaxis en migraña.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
597,010.000.2630.00,NULL,102,0,0,"500 mg",NULL,30.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
598,010.000.4251.00,NULL,102,0,0,"500 mg","Envase con un frasco ámpula.",1.00,53,"Infecciones por gram positivos y gram negativos sensibles.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
599,010.000.0254.00,NULL,102,0,0,"4 mg","Caja con 50 frascos ámpula y 50 ampolletas con 1 ml de diluyente (4 mg/ml).",50.00,53,"Relajación neuromuscular durante procedimientos quirúrgicos.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
600,010.000.4488.00,NULL,102,0,0,"75 mg","Envase con 10 cápsulas o grageas de liberación prolongada",10.00,43,Depresión.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
601,010.000.0596.00,NULL,102,0,0,"80 mg","Caja con 20 grageas o tabletas recubiertas.",20.00,56,"Arritmias auriculares. Angina de pecho. Hipertensión arterial.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
602,010.000.0598.00,NULL,102,0,0,"5 mg","Caja con una ampolleta de 2 ml.",1.00,39,"Arritmias auriculares. Angina de pecho. Hipertensión arterial.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
603,010.000.5620.00,NULL,102,0,0,"50 mg","Envase con 28 comprimidos.",28.00,45,"Diabetes mellitus tipo 2 con falla a metformina sola, con o sin obesidad.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
604,010.000.2191.00,NULL,102,0,0,"50 000 UI","Caja con 40 capsulas",40.00,43,"Deficiencia grave de vitamina A con xeroftalmía.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
605,020.000.3835.00,NULL,102,0,0,NULL,NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
606,020.000.3835.01,NULL,102,0,0,NULL,NULL,1.00,52,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
607,010.000.1098.00,NULL,106,0,0,"Palmitato de Retinol 7000 a 9000 UI-Ácido ascórbico 80 a 125 mg-Colecalciferol 1400 a 1800 UI","Frasco con 15 ml.",1.00,52,"Prevención y tratamiento de deficiencia de: Vitaminas A. Vitamina C. Vitamina D.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
608,010.000.0623.00,NULL,102,0,0,"5 mg","Caja con 25 tabletas.",25.00,71,"Profilaxis y tratamiento de afecciones tromboembólicas. Trombosis venosa profunda Tromboembolia pulmonar.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
609,010.000.5483.00,NULL,102,0,0,"200 mg","Envase con una ampolleta.",1.00,39,"Esquizofrenia. Otras psicosis.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
610,010.000.5484.00,NULL,102,0,0,"25 mg","Envase con 20 tabletas",20.00,71,"Esquizofrenia. Otras psicosis. Intramuscular.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
611,010.000.5484.01,NULL,102,0,0,"25 mg","Envase con 50 tabletas",50.00,71,"Esquizofrenia. Otras psicosis. Intramuscular.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
612,060.004.0109,NULL,98,0,0,NULL,NULL,500.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
613,060.016.0204,NULL,101,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
614,060.016.0154,NULL,101,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
615,SC-0000132,NULL,102,0,0,NULL,NULL,1.00,52,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
616,SC-0000133,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
617,SC-0000135,NULL,103,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
618,SC-0000136,NULL,97,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
619,060.034.0103,NULL,101,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
620,SC-0000131,NULL,102,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
621,060.040.3729,NULL,102,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
622,060.040.3786,NULL,102,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
623,060.040.3745,NULL,102,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
624,060.040.3760,NULL,102,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
625,060.040.0287,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
626,060.040.2028,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
627,060.040.0790,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
628,SC-0000130,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
629,060.040.0543,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
630,060.040.9007,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
631,SC-0000129,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
632,SC-0000128,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
633,SC-0000127,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
634,060.040.2341,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
635,060.040.3711,NULL,102,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
636,SC-0000126,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
637,SC-0000125,NULL,109,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
638,060.066.0773,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
639,060.066.0039,NULL,101,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
640,060.058.0153,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
641,060.904.0100,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
642,060.904.0100-DUP,NULL,1,0,0,NULL,NULL,NULL,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
643,SC-0000138,NULL,102,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
644,SC-0000139,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
645,060.082.0021,NULL,103,0,0,NULL,NULL,NULL,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
646,060.082.0104,NULL,103,0,0,NULL,NULL,NULL,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
647,060.082.0054,NULL,103,0,0,NULL,NULL,NULL,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
648,060.088.0108,NULL,103,0,0,NULL,NULL,150.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
649,060.088.0058,NULL,103,0,0,NULL,NULL,200.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
650,060.088.0017,NULL,103,0,0,NULL,NULL,50.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
651,060.088.0025,NULL,103,0,0,NULL,NULL,50.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
652,SC-0000123,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
653,SC-0000122,NULL,103,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
654,SC-0000121,NULL,103,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
655,060.100.0011,NULL,97,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
656,060.111.0208,NULL,102,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
657,060.231.0674,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
658,060.231.0658,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
659,060.231.0641,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
660,060.231.0666,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
661,SC-0000120,NULL,103,0,0,NULL,NULL,200.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
662,060.125.2901,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
663,060.125.1960,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
664,060.125.1945,NULL,103,0,0,NULL,NULL,500.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
665,060.125.1929,NULL,103,0,0,NULL,NULL,250.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
666,060.125.2695,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
667,060.125.2877,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
668,060.125.2836,NULL,103,0,0,NULL,NULL,500.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
669,060.125.2844,NULL,103,0,0,NULL,NULL,250.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
670,060.125.2760,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
671,060.125.2711,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
672,060.125.2679,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
673,060.125.2653,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
674,060.125.3778,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
675,060.125.0038,NULL,109,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
676,060.125.3925,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
677,060.125.0236,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
678,060.125.2828,NULL,103,0,0,NULL,NULL,1000.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
679,060.125.0590,NULL,104,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
680,060.125.0582,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
681,060.125.3776,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
682,060.125.3917,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
683,060.125.3602,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
684,060.125.1879,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
685,060.125.0228,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
686,060.125.0244,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
687,060.125.3990,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
688,060.125.4006,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
689,060.125.3982,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
690,060.125.3933,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
691,060.125.3230,NULL,103,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
692,060.125.2505,NULL,103,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
693,060.130.0015,NULL,103,0,0,NULL,NULL,25.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
694,060.132.0054,NULL,103,0,0,NULL,"ENVASE C/100 PIEZAS",100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
695,060.132.0203,NULL,103,0,0,NULL,"ENVASE C/100 PIEZAS",100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
696,060.157.0104,NULL,103,0,0,NULL,"ENVASE 16 kg",1.00,62,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
697,060.231.0625,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
698,060.231.0633,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
699,060.231.0617,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
700,SC-0000057,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
701,SC-0000056,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
702,SC-0000055,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
703,SC-0000054,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
704,SC-0000053,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
705,060.167.0680,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
706,060.167.0458,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
707,060.167.3304,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
708,060.167.3312,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
709,060.167.0466,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
710,060.167.3320,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
711,060.167.0482,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
712,060.167.3346,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
713,SC-0000052,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
714,060.168.8245,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
715,060.167.0805,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
716,060.167.0821,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
717,060.167.0847,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
718,060.167.0862,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
719,060.167.0888,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
720,060.167.0904,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
721,060.168.8138,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
722,060.168.8146,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
723,060.168.0945,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
724,060.168.8161,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
725,060.168.8211,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
726,060.168.8237,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
727,060.166.3016,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
728,060.166.2943,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
729,060.166.3008,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
730,SC-0000140,NULL,1,0,0,NULL,NULL,NULL,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
