clave,tipo,generico_id,es_causes,es_unidosis,tiene_fecha_caducidad,descontinuado,descripcion,created_at,updated_at,deleted_at
060.125.2844,MC,1689,0,1,0,0,"BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 32 X 62 X 12 CM ENVASE CON 250 PIEZAS","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.2877,MC,1689,0,1,0,0,"BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 18 X 33 X 6 CM ENVASE CON 1000 PIEZAS","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.2901,MC,1689,0,0,0,0,"BOLSA DE HULE NATURAL O SINTÉTICO DE TEXTURA BLANDA O FLEXIBLE CON TAPÓN PARA: AGUA CALIENTE (CAPACIDAD 1750 A 2000 ML). PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3230,MC,1689,0,1,0,0,"BOLSAS PARA USO GENERAL, DE POLETILENO. MEDIDAS 60X80 ENVASE 100 PIEZAS","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3602,MC,1689,0,0,0,0,"BOLSA PARA NUTRICION ENTERAL, ESTERIL CON EQUIPO INTEGRADO PARA BOMBA, CAPACIDAD DE 1000 ML. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3776,MC,1689,0,0,0,0,"BOLSA PARA ILEOSTOMÌA O COLOSTOMÌA. TAMAÑO INFANTIL. AUTOADHERIBLE DE PLASTICO GRADO MÈDICO SUAVE TRANSPARENTE A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 23 X 13 CM ABIERTA EN SU PARTE MÀS ANGOSTA CON CUELLO ANCHO 5 A 6 CM Y 3 A 5 CM. PIEZA ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3778,MC,1689,0,0,0,0,"BOLSA ESTÉRIL Y DESECHABLE DE CLORURO DE POLIVINILO, PARA RECOLECCIÓN DE MUESTRA DE LÍQUIDO DIALIZADO, CAPACIDAD DE 150 ML. CONTIENE: UN SITIO ELASTICO CON PROTECTOR, TUBO DE 4.33 MM DE DIAMETRO INTERNO, 5.97 MM DE DIAMETRO EXTERNO Y 300 MM DE LONGITUD, PINZA OBTURADORA, ADAPTADOR DE CIERRE TIPO LUER MACHO Y PROTECTOR. ESTERIL Y DESECHABLE. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3917,MC,1689,0,0,0,0,"BOLSA PARA ILEOSTOMÌA O COLOSTOMÌA. TAMAÑO NEONATAL. AUTOADHERIBLE DE PLÀSTICO GRADO MPEDICO SUAVE TRANSPARENTE A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 21.5 X 8.6 CM. CON PINZA DE SEGURIDAD MECANISMO DE CIERRE CON PROTECTOR DE PIEL INTEGRADO. PIEZA ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3925,MC,1689,0,0,0,0,"BOLSA PARA ALIMENTACIÓN PARENTERAL, NEONATAL, DE 250 ML, ESTÉRIL, DE ETILVINIL ACETATO, CON ESCALA DE MEDICIÓN CADA 50 ML, SISTEMA DE LLENADO, SITIO DE INYECCIÓN, SISTEMA OBTURADOR Y ASA PARA COLGAR. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3933,MC,1689,0,0,0,0,"BOLSAS DE POLIETILENO COLOR ROJO TRASLÚCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA: “RESIDUOS PELIGROSOS BIOLÓGICO-INFECCIOSOS” Y CON EL SÍMBOLO UNIVERSAL DE: RIESGO BIOLÓGICO. CALIBRE MÍNIMO 200. TAMAÑO DE: 25 X 35 CM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3982,MC,1689,0,0,0,0,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLÚCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA: “RESIDUOS PELIGROSOS BIOLÓGICO-INFECCIOSOS” Y CON EL SÍMBOLO UNIVERSAL DE: RIESGO BIOLÓGICO. CALIBRE MÍNIMO 300. TAMAÑO DE: 25 X 35 CM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.3990,MC,1689,0,0,0,0,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : ""RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS"" Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 30X70 CM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.125.4006,MC,1689,0,0,0,0,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : ""RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS"" Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 50X65 CM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.130.0015,MC,1689,0,1,0,0,"BOTAS PARA USO EN QUIROFANO DESECHABLE. ENVASE CON 25 PARES.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.132.0054,MC,1689,0,1,0,0,"BRAZALETE PARA IDENTIFICACIÓN DE PLASTICO. ADULTO. PAQUETE. ENVASE C/100 PIEZAS","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.132.0203,MC,1689,0,1,0,0,"BRAZALETE PARA IDENTIFICACIÓN DE PLASTICO. INFANTIL. PAQUETE. ENVASE C/100 PIEZAS","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.157.0104,MC,1689,0,0,0,0,"CAL SODADA CON INDICADOR LATA 16 KG ENVASE","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.165.0849,MC,1689,0,0,0,0,"CATETER PARA CATETERISMO VENOSO CENTRAL, DE DOBLE LUMEN, DE INSERCIÓN PERIFÉRICA, DE POLIURETANO O ELASTÓMERO DE SILICÓN, CON AGUJA INTRODUCTORA CON FUNDA O CAMISA DESPRENDIBLE. ESTÉRIL Y DESECHABLE. TAMAÑO NEONATAL. CALIBRE 2.6 FR. PIEZA. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.0103,MC,1689,0,1,0,0,"CATETER PARA VENOCLISIS DE POLITETRAFLUORETILENO O POLIURETANO RADIOPACO CON AGUJA .LONGITUD 17-24 MM. CALIBRE 24 G. ENVASE CON 50 PIEZAS. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.0301,MC,1689,0,0,0,0,"CANULA PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO INTERNO:3.0 MM ± 0.15 MM EXTERNO:5.0 MM ± 0.5 MM LONGITUD: 37 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.0640,MC,1689,0,0,0,0,"SONDA PARA ESÓFAGO. DE TRES VÍAS, PUNTA CERRADA CON CUATRO ORIFICIOS, DE LÁTEX, CON ARILLO RADIOPACO. ESTÉRIL Y DESECHABLE. TIPO: SENGSTAKEN BLAKEMORE. LONGITUD: 65 CM CALIBRE: 14 FR. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.0657,MC,1689,0,0,0,0,"SONDA PARA ESÓFAGO. DE TRES VÍAS, PUNTA CERRADA CON CUATRO ORIFICIOS, DE LÁTEX, CON ARILLO RADIOPACO. ESTÉRIL Y DESECHABLE. TIPO: SENGSTAKEN BLAKEMORE. LONGITUD: 100 CM CALIBRE: 16 FR. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.1903,MC,1689,0,0,0,0,"CATÉTER VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANO RADIOPACO, CON DOS LÚMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE, AGUJA CALIBRE 21 G, CON CATÉTER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJA CALIBRE 25 G, CON GUÍA DE ALAMBRE DE 0.46 MM DE DIÁMETRO Y 45 CM DE LONGITUD Y PUNTA EN “J”, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CÁPSULAS DE INYECCIÓN LUER-LOCK. ESTÉRIL Y DESECHABLE. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.1911,MC,1689,0,0,0,0,"CATÉTER VENOSO CENTRAL, CALIBRE 5 FR. LONGITUD 13 CM. DE POLIURETANO RADIOPACO, ESTÉRIL Y DESECHABLE, CON DOS LÚMENES INTERNOS CALIBRES 18 G Y 20 G, CON PUNTA FLEXIBLE, CON AGUJA CALIBRE 20 G, CON CATÉTER INTRODUCTOR CALIBRE 20 G, SOBRE UNA AGUJA CALIBRE 22 G, CON GUÍA DE ALAMBRE DE 0.53 MM DE DIÁMETRO Y 45 CM DE LONGITUD Y PUNTA EN “J” CON UN DILATADOR VENOSO, UNA JERINGA DE 5 CC DOS CÁPSULAS DE INYECCIÓN LUER LOCK. ESTÉRIL Y DESECHABLE. PIEZA. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.2141,MC,1689,0,0,0,0,"CATETER PARA DIÁLISIS PERITONEAL, DE INSTALACIÓN SUBCUTÁNEA, BLANDO DE SILICÓN, CON 2 COJINETES DE POLIÉSTER, CON CONECTOR, TAPÓN Y SEGURO, CON BANDA RADIOPACA. ESTÉRIL Y DESECHABLE. TIPO: COLA DE COCHINO. TAMAÑO: ADULTO. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.2158,MC,1689,0,0,0,0,"CATETER PARA DIÁLISIS PERITONEAL, DE INSTALACIÓN SUBCUTÁNEA, BLANDO DE SILICÓN, CON 2 COJINETES DE POLIÉSTER, CON CONECTOR, TAPÓN Y SEGURO, CON BANDA RADIOPACA. ESTÉRIL Y DESECHABLE. TIPO: COLA DE COCHINO. TAMAÑO: PEDIATRICO. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.2836,MC,1689,0,0,0,0,"CATETER PARA ANESTESIA EPIDURAL. DE PLÁSTICO TRANSPARENTE, ESTÉRIL. CON ACOTACIONES A 11 Y 16 CM. CON ADAPTADOR PARA PIVOTE METÁLICO DE JERINGA. LONGITUD. 85 CM. CALIBRE. 22 G. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.2943,MC,1689,0,0,0,0,"CANULA PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO INTERNO: 2.5 MM ± 0.15 MM EXTERNO: 4.5 MM ± 0.5 MM LONGITUD: 30 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.3008,MC,1689,0,0,0,0,"CANULA PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO INTERNO: 3.0 MM ± 0.15 MM EXTERNO:5.2 MM ± 0.5 MM LONGITUD: 32 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.3016,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO INTERNO: 3.5 MM ± 0.15 MM EXTERNO: 5.8 MM ± 0.5 MM LONGITUD: 34 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.4212,MC,1689,0,0,0,0,"CATÉTER PERIFÉRICO DE SEGURIDAD, PARA LA INFUSIÓN DE SOLUCIONES INTRAVENOSAS, DE POLIURETANO O FLUORETILENO-PROPILENO, RADIOPACO, CON O SIN ALETAS PARA FIJACIÓN. LA AGUJA CONTIENE UN DISPOSITIVO DE SEGURIDAD QUE LA INACTIVA CUANDO SE RETIRA DEL CATÉTER Y TAPÓN PROTECTOR. ESTERIL Y DESECHABLE. CALIBRE: 16 G, LONGITUD :28-34 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.4238,MC,1689,0,0,0,0,"CATÉTER PERIFÉRICO DE SEGURIDAD, PARA LA INFUSIÓN DE SOLUCIONES INTRAVENOSAS, DE POLIURETANO O FLUORETILENO-PROPILENO, RADIOPACO, CON O SIN ALETAS PARA FIJACIÓN. LA AGUJA CONTIENE UN DISPOSITIVO DE SEGURIDAD QUE LA INACTIVA CUANDO SE RETIRA DEL CATÉTER Y TAPÓN PROTECTOR. ESTERIL Y DESECHABLE. CALIBRE: 18 G, LONGITUD :28-34 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.4253,MC,1689,0,0,0,0,"CATÉTER PERIFÉRICO DE SEGURIDAD, PARA LA INFUSIÓN DE SOLUCIONES INTRAVENOSAS, DE POLIURETANO O FLUORETILENO-PROPILENO, RADIOPACO, CON O SIN ALETAS PARA FIJACIÓN. LA AGUJA CONTIENE UN DISPOSITIVO DE SEGURIDAD QUE LA INACTIVA CUANDO SE RETIRA DEL CATÉTER Y TAPÓN PROTECTOR. ESTERIL Y DESECHABLE. CALIBRE: 20 G, LONGITUD :28-34 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.4279,MC,1689,0,0,0,0,"CATÉTER PERIFÉRICO DE SEGURIDAD, PARA LA INFUSIÓN DE SOLUCIONES INTRAVENOSAS, DE POLIURETANO O FLUORETILENO-PROPILENO, RADIOPACO, CON O SIN ALETAS PARA FIJACIÓN. LA AGUJA CONTIENE UN DISPOSITIVO DE SEGURIDAD QUE LA INACTIVA CUANDO SE RETIRA DEL CATÉTER Y TAPÓN PROTECTOR. ESTERIL Y DESECHABLE. CALIBRE: 22 G, LONGITUD :23-27 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.4287,MC,1689,0,0,0,0,"CATÉTER PERIFÉRICO DE SEGURIDAD, PARA LA INFUSIÓN DE SOLUCIONES INTRAVENOSAS, DE POLIURETANO O FLUORETILENO-PROPILENO, RADIOPACO, CON O SIN ALETAS PARA FIJACIÓN. LA AGUJA CONTIENE UN DISPOSITIVO DE SEGURIDAD QUE LA INACTIVA CUANDO SE RETIRA DEL CATÉTER Y TAPÓN PROTECTOR. ESTERIL Y DESECHABLE. CALIBRE: 24 G, LONGITUD :17-24 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.166.5204,MC,1689,0,0,0,0,"CATÉTER PERIFÉRICO DE SEGURIDAD, PARA LA INFUSIÓN DE SOLUCIONES INTRAVENOSAS, DE POLIURETANO O FLUORETILENO-PROPILENO, RADIOPACO, CON O SIN ALETAS PARA FIJACIÓN. LA AGUJA CONTIENE UN DISPOSITIVO DE SEGURIDAD QUE LA INACTIVA CUANDO SE RETIRA DEL CATÉTER Y TAPÓN PROTECTOR. ESTERIL Y DESECHABLE. CALIBRE: 14 G, LONGITUD :45-52 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0458,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.0 LONG. 50 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0466,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.2. LONG. 70 MM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0482,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.4. LONG. 90 MM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0680,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO. 6. LONG. 110 MM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0789,MC,1689,0,0,0,0,"CATETER PARA CATETERISMO VENOSO CENTRAL, RADIOPACO ESTERIL Y DESECHABLE, DE POLIURETANO, QUE PERMITA RETIRAR LA AGUJA Y EL MANDRIL UNA VEZ INSTALADO, LONG. DE 60 A 70 CMS. CALIBRE 16 G. CON AGUJA DE 3.5 A 6.5 CM. DE LARGO DE PARED DELGADA CAL., 14 G. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0805,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 3. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0821,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 4. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0847,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 5. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0862,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 6. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0888,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 7. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0904,MC,1689,0,0,0,0,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 8. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0920,MC,1689,0,0,0,0,"CANULA PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:4.0 MM ± 0.15 MM 6.1 MM ± 0.5 MM 41 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0946,MC,1689,0,0,0,0,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:4.5 MM ± 0.15 MM 6.6 MM ± 0.5 MM 45 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.0979,MC,1689,0,0,0,0,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:5.5 MM ± 0.15 MM 7.8 MM ± 0.5 MM 48 MM ± 5 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.2884,MC,1689,0,0,0,0,"CATETER EPIDURAL CON ADAPTADOR GUÍA, ESTÉRIL, ESECHABLE, CALIBRE 18 O 19 G, DE MATERIAL PLÁSTICO FLEXIBLE, RADIOPACO, RESISTENTE A ACODADURAS CON MARCAS INDELEBLES CM A CM, INICIANDO A PARTIR DE 4.8 A 5.5 CM, DEL PRIMER ORIFICIO PROXIMAL HASTA 20 CM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3304,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.00. LONG. 40 MM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3312,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.1. LONG. 60 MM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3320,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.3. LONG 80 MM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3346,MC,1689,0,0,0,0,"CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.5. LONG 100 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3387,MC,1689,0,0,0,0,"CATETER PARA EMBOLECTOMIA, ESTERIL Y DESECHABLE. LONGITUD (80 o 40 CM) MODELO FOGARTY. FRENCH 3 A 7. CAPACIDAD DE 0.30 A 2.5 ML. DIAMETRO EXTERNO DE 0.86 A 2.47 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3403,MC,1689,0,0,0,0,"CATETER PARA EMBOLECTOMIA, ESTERIL Y DESECHABLE. LONGITUD (80 o 40 CM) MODELO FOGARTY. CALIBRE 4 FR. CAPACIDAD DE 0.30 A 2.5 ML. DIAMETRO EXTERNO DE 0.86 A 2.47 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3429,MC,1689,0,0,0,0,"CATETER PARA EMBOLECTOMIA, ESTERIL Y DESECHABLE. LONGITUD (80 o 40 CM) MODELO FOGARTY. CALIBRE 6 FR. CAPACIDAD DE 0.30 A 2.5 ML. DIAMETRO EXTERNO DE 0.86 A 2.47 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.3437,MC,1689,0,0,0,0,"CATETER PARA EMBOLECTOMIA, ESTERIL Y DESECHABLE. LONGITUD (80 o 40 CM) MODELO FOGARTY. CALIBRE 7 FR. CAPACIDAD DE 0.30 A 2.5 ML. DIAMETRO EXTERNO DE 0.86 A 2.47 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.4419,MC,1689,0,0,0,0,"CATETER PARA EMBOLECTOMIA, ESTERIL Y DESECHABLE. LONGITUD (80 o 40 CM) MODELO FOGARTY. CALIBRE 5 FR. CAPACIDAD DE 0.30 A 2.5 ML. DIAMETRO EXTERNO DE 0.86 A 2.47 MM. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.4922,MC,1689,0,0,0,0,"SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 26 FR. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.4930,MC,1689,0,0,0,0,"SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 28 FR. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.4948,MC,1689,0,0,0,0,"SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 30 FR. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.5010,MC,1689,0,0,0,0,"CATÉTER PARA SUMINISTRO DE OXÍGENO CON TUBO DE CONEXIÓN Y CÁNULA NASAL DE PLÁSTICO DIÁMETRO INTERNO 2 MM. DIÁMETRO DEL TUBO DE LA CONEXIÓN 5 MM. LONGITUD 180 CM. PIEZA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.6638,MC,1689,0,0,0,0,"CATETER PARA VASOS UMBILICALES RADIOPACOS DE POLIURETANO ESTERIL Y DESECHABLE LONGITUD 35 A 38 CM CALIBRE 3.5 FR PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.6646,MC,1689,0,0,0,0,"CATETER PARA VASOS UMBILICALES RADIOPACOS DE POLIURETANO ESTERIL Y DESECHABLE LONGITUD 35 A 38 CM CALIBRE 5.0 FR PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
060.167.6661,MC,1689,0,0,0,0,"CATETER PARA CATETERISMO VENOSO CENTRAL, CALIBRE 7 FR X 20 CM DE LONGITUD DE POLIURETANO O SILICÓN, CON PUNTA FLEXIBLE, RADIOPACO, CON TRES LÚMENES INTERNOS, DISTAL CALIBRE 16 G, MEDIO CALIBRE 18 G Y PROXIMAL CALIBRE 18 G. DISPOSITIVO DE FIJACIÓN AJUSTABLE CON MÍNIMO DOS CÁPSULAS DE INYECCIÓN Y EQUIPO DE COLOCACIÓN, QUE CONTIENE: JERINGA CON CAPACIDAD MÍNIMA DE 5 CC. AGUJA CALIBRE 17 G, O 18 G, DE 6.35 CM A 7.20 CM DE LONGITUD. GUÍA DE ALAMBRE DE 45 CM A 70 CM DE PUNTA FLEXIBLE EN “J” CONTENIDA EN FUNDA DE PLÁSTICO CON DISPENSADOR, DILATADOR VASCULAR Y SISTEMA PARA EVITAR EXTRAVASACIÓN DE SANGRE. ESTÉRIL Y DESECHABLE. PIEZA","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
