id,insumo_medico_clave,nombre_generico_especifico,cantidad_x_envase,unidad_medida_id,funcion,created_at,updated_at,deleted_at
515,SC-0000034,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
516,SC-0000035,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
517,SC-0000036,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
518,SC-0000037,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
519,SC-0000038,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
520,SC-0000039,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
521,SC-0000040,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
522,SC-0000041,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
523,SC-0000042,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
524,SC-0000043,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
525,SC-0000044,NULL,12.00,69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
526,SC-0000045,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
527,SC-0000046,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
528,SC-0000047,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
529,SC-0000048,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
530,SC-0000049,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
531,SC-0000050,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
532,SC-0000051,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
533,SC-0000052,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
534,SC-0000053,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
535,SC-0000054,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
536,SC-0000055,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
537,SC-0000056,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
538,SC-0000057,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
539,SC-0000120,NULL,200.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
540,SC-0000121,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
541,SC-0000122,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
542,SC-0000123,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
543,SC-0000125,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
544,SC-0000126,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
545,SC-0000127,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
546,SC-0000128,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
547,SC-0000129,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
548,SC-0000130,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
549,SC-0000131,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
550,SC-0000132,NULL,1.00,52,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
551,SC-0000133,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
552,SC-0000135,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
553,SC-0000136,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
554,SC-0000138,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
555,SC-0000139,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
556,SC-0000142,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
557,SC-0000147,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
558,SC-0000148,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
559,SC-0000149,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
560,SC-0000150,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
561,SC-0000151,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
562,SC-0000152,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
563,SC-0000153,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
564,SC-0000154,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
565,SC-0000155,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
566,SC-0000156,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
567,SC-0000158,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
568,SC-0000159,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
569,SC-0000160,NULL,100.00,72,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
570,SC-0000161,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
571,SC-0000162,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
572,SC-0000163,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
573,SC-0000164,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1024,060.203.0165,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
