clues,jurisdiccion_id,tipo,nombre,activa,es_offline,director_id,created_at,updated_at,deleted_at
CSSSA005213,8,NULL,"EJIDO LA CONQUISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005225,8,NULL,"NUEVO TENEJAPA (EL RECREO)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005230,8,NULL,"SAN ANTONIO MANCOMUN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005242,8,CS,"NUEVO MILENIO SANTA CRUZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005254,10,CS,ZAPOTILLO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005266,7,CS,"VILLA COLMALTITLÁN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005271,7,NULL,"LA FLOR DE LOTE UNO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005283,7,NULL,"LA FLOR DE LOTE II",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005295,7,NULL,"MANUEL ÁVILA CAMACHO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005300,7,NULL,"MONTE FLOR ARRIBA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005312,7,NULL,MULATAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005324,7,NULL,"RÍO ARRIBA SALVACIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005336,7,NULL,"CANTÓN SANTA CRUZ LA UNIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005341,5,CS,"PUEBLO NUEVO SOLISTAHUACÁN",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005353,5,CS,"ARROYO GRANDE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005370,5,NULL,"AURORA ERMITA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005382,5,NULL,"LOS LOTES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005394,5,NULL,"EL ESTORAQUE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005406,5,NULL,"MONTE OLIVO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005411,5,NULL,"PLAN LÁZARO CÁRDENAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005423,5,NULL,"EMILIANO ZAPATA II",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005435,5,CS,RAYÓN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005440,5,NULL,CARRIZAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005452,5,NULL,"GUADALUPE VICTORIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005464,5,CS,REFORMA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005481,5,NULL,"IGNACIO ZARAGOZA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005493,5,CS,"MACAYO 2A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005505,5,UM,"SANTA CRUZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005510,2,CS,"LAS ROSAS",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005522,2,NULL,IXTAPILLA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005546,2,CS,CHIPILINAR,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005551,2,NULL,"SAN ANTONIO EL PARAJE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005563,6,CS,SABANILLA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005580,6,CS,"LOS NARANJOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005592,6,CS,"EL PARAÍSO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005604,6,NULL,QUIOICH,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005616,6,NULL,"FRANCISCO VILLA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005621,6,CS,"ATOYAC NAYLUM",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005645,6,CS,"SALTO DE AGUA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005650,6,CS,"ARROYO PALENQUE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005662,6,CS,"IGNACIO ZARAGOZA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005674,6,NULL,"SANTA RITA 1Âª SECCIÓN (MICHOL)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005686,6,CS,"NUEVO MUNDO *",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005691,6,UM,POTLOJA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005720,6,CS,"RÍO JORDÁN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005732,6,CS,"VICENTE GUERRERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005744,6,NULL,"AGUA CLARA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005756,6,CS,"SAN PEDRO SABANA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005773,2,HO,"HOSPITAL DE LA MUJER SAN CRISTÓBAL DE LAS CASAS",1,0,000111,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005785,2,CS,"SAN CRISTÓBAL DE LAS CASAS CHIAPAS",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005790,2,NULL,"EL MANZANILLO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005802,2,NULL,"ZACUALPA ECATEPEC",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005814,2,CS,MITZITÓN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005826,2,NULL,"SAN ANTONIO LOS BAÑOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005831,2,NULL,"SAN ANTONIO LAS ROSAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005843,1,CS,"SAN FERNANDO",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005855,1,NULL,CUAUHTÉMOC,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005860,1,UM,"MIGUEL HIDALGO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005872,1,NULL,"EL PROGRESO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005884,1,NULL,"SAN ANTONIO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005896,1,NULL,"EL CARMELO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005901,10,CS,SILTEPEC,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005913,10,CS,"SANTO DOMINGO LA CASCADA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005925,10,NULL,"CRUZ DE PIEDRA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005930,10,NULL,HONDURAS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005942,10,CS,"EL LETRERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005954,10,UM,"EL MATAZANOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005966,10,CS,"SAN ANTONIO LA PINADA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005971,10,NULL,"SAN LUCAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005983,10,CS,"SANTA MARÍA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005995,10,NULL,"VEGA DEL ROSARIO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006000,10,NULL,"VILLA FLORES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006012,10,NULL,"GUADALUPE VICTORIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006024,10,UM,"NUEVA ARGENTINA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006036,10,NULL,"LA SOLEDAD",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006041,10,NULL,"VILLA HERMOSA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006053,10,NULL,"LA LAGUNA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006065,10,NULL,"SAN FRANCISCO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006070,10,NULL,"EL PARAÍSO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006082,10,NULL,"LOS CIPRESES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006094,5,CS,SIMOJOVEL,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006106,5,UM,"CARMITO BUENA VISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006140,5,CS,"EJIDO CONSTITUCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006152,5,NULL,"LOS POCITOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006164,5,NULL,"GUADALUPE VICTORIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006181,5,NULL,"CONCEPCIÓN BUENAVISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006205,9,CS,"GOLONCHÁN VIEJO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006210,9,CS,"SANTA BÁRBARA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006222,9,NULL,"LA UNIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006234,9,CS,"PAMALÁ PICOTÉ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006263,3,CS,SOCOLTENANGO,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006275,3,NULL,"UNIÓN GUADALUPE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006292,3,NULL,"SAN VICENTE PAUCHIL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006304,3,NULL,"REFORMA AGRARIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006316,3,NULL,"PUERTO RICO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006321,5,NULL,"EL BENEFICIO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006333,5,CS,"CERRO DE LAS CAMPANAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006345,1,CS,SUCHIAPA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006350,1,CS,PACÚ,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006362,7,CS,"CIUDAD HIDALGO",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006374,7,NULL,"EMILIANO ZAPATA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006386,7,NULL,"TIERRA Y LIBERTAD",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006391,5,NULL,ESQUIPULAS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006403,7,HO,"HOSPITAL GENERAL TAPACHULA",1,0,000131,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006415,7,CS,"TAPACHULA SANTA CLARA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006420,7,CS,"VILLA DE LAS FLORES (TAPACHULA)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006432,7,CS,"TAPACHULA INDECO CEBADILLA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006444,7,CS,"TAPACHULA DE CÓRDOBA Y ORDÓÑEZ",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006456,7,CS,"ÁLVARO OBREGÓN",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006461,7,CS,"CARRILLO PUERTO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006473,7,CS,"CEBADILLA 2A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006485,7,CS,"EL EDÉN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006490,7,NULL,"FRACCIÓN HERMOSILLO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006502,7,CS,"LLANO DE LA LIMA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006526,7,CS,"JOSÉ MARÍA MORELOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006531,7,CS,"PUERTO MADERO",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006543,7,CS,"RAYMUNDO ENRÍQUEZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006555,7,NULL,"SAN CRISTÓBAL BUENA VISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006560,7,UM,"RANCHERÍA SANTA RITA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006572,7,CS,"C.S. TINAJAS 1A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006584,7,NULL,"3A. SECCIÓN TINAJAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006596,7,NULL,"EJIDO TOLUCA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006601,7,CS,"VIVA MÉXICO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006613,7,NULL,"2A. SECCIÓN DE TINAJAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006625,7,NULL,"EJIDO CHANJALÉ SALCHIJI",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006630,7,NULL,"CANTÓN PROVIDENCIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006642,7,NULL,"CANTÓN EL TRIUNFO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006654,7,NULL,"CANTÓN ACAXMAN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006666,5,NULL,MAZONO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006683,5,NULL,"SAN FRANCISCO JACONA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006695,1,CS,TECPATAN,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006700,1,NULL,"COL. ADOLFO LÓPEZ MATEOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006724,1,NULL,"ESPERANZA DE LOS POBRES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006736,1,CS,"FRANCISCO I. MADERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006741,1,CS,"GUSTAVO DÍAZ ORDAZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006753,1,NULL,"MIGUEL HIDALGO Y COSTILLA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006765,1,CS,"RAUDALES MALPASO",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006770,1,NULL,"ÁNGEL ALBINO CORZO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006782,1,UM,PIZTINGÉN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006794,1,NULL,"COL. EL PORVENIR",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006806,1,NULL,"SAN FERNANDO DÍAZ MARITANO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006811,1,UM,"DIQUE II (VICENTE GUERRERO)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006823,1,NULL,"EL EDÉN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006835,2,CS,TENEJAPA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006840,2,CS,MATZAM,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006852,2,CS,SHISHINTONIL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006876,2,CS,TEOPISCA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006893,2,NULL,DOLORES,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006905,2,CS,BETANIA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006910,2,NULL,JERUSALÉN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006922,2,NULL,"VISTA HERMOSA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006934,6,HBC,"H. B. C. DE TILA",1,0,00018,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006946,6,CS,TILA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006951,6,CS,"ÁLVARO OBREGÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA006963,6,NULL,CARRIZAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007004,6,CS,USIPA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007021,6,NULL,"ZAQUITEL OJO DE AGUA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007033,6,CS,"NUEVO LIMAR",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007050,6,CS,"JOLJA TIONTIEPA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007062,6,CS,"WILLIS 2Âª SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007074,8,HO,"HOSPITAL GENERAL DR. JUAN C. CORZO TONALÁ",1,0,00019,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007086,8,CS,TONALÁ,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007091,8,CS,"PUERTO ARISTA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007103,8,NULL,"BELISARIO DOMÍNGUEZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007115,8,CS,"CABEZA DE TORO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007120,8,NULL,"LA ESPERANZA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007132,8,NULL,"HUACHIPILÍN CALENTURA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007144,8,CS,"IGNACIO RAMÍREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007156,8,UM,CENICEROS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007161,8,CS,NOYOLA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007173,8,CS,"BAHÍA DE PAREDÓN",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007185,8,CS,"PUEBLO NUEVO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007202,8,NULL,"EL TERRERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007214,8,NULL,"20 DE NOVIEMBRE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007226,8,CS,"EJIDO MORELOS (ESTACIÓN MOJARRAS)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007231,8,NULL,"SAN LUQUEÑO (LA COSTA)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007243,8,NULL,"UNIÓN Y PROGRESO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007255,8,NULL,"NATALIO VAZQUEZ PALLARES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007260,1,CS,TOTOLAPA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007284,3,CS,"LA TRINITARIA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007296,3,CS,"ÁLVARO OBREGÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007301,3,NULL,"EL CARMEN XHÁN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007313,3,CS,"CRISTÓBAL COLÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007325,3,CS,HIDALGO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007330,3,NULL,JUNCANÁ,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007342,3,NULL,"EL PROGRESO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007354,3,NULL,"ROSARIO TIERRA BLANCA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007366,3,NULL,"SAN JUAN DEL VALLE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007371,3,CS,TZISCAO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007383,3,NULL,"LA ANTELA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007395,3,UM,"NUEVA VENECIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007400,3,UM,"LOMA BONITA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007412,3,CS,"LA GLORIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007424,3,CS,"FLOR DE MAYO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007436,3,NULL,"NVO. VILLAFLORES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007453,3,CS,"NUEVA LIBERTAD (EL COLORADO)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007465,3,NULL,CIENEGUITAS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007470,3,CS,"NUEVO LLANO GRANDE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007494,6,CS,TUMBALÁ,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007506,6,CS,"IGNACIO ALLENDE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007511,6,CS,CACAHUATAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007523,6,CS,"EMILIANO ZAPATA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007535,6,CS,"BENITO JUÁREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007540,1,HO,"HOSPITAL REGIONAL DR. RAFAEL PASCASIO GAMBOA TUXTLA",1,0,0001113,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007552,1,UM,"UMMA I POTINASPAK",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007564,1,UM,"LAS CASITAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007576,1,CS,"TUXTLA (COL. SANTA CRUZ)",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007581,1,CS,"BIENESTAR SOCIAL",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA007593,1,CS,"PLAN DE AYALA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
